36,18,0,0,0,100,0,0,0,1
36,18,0,0,0,100,0,0,0,1
36,18,0,0,0,100,0,0,0,1
35,18,0,0,0,100,0,0,0,1
34,18,0,0,0,100,0,0,0,1
33,18,0,0,0,100,0,0,0,1
32,18,0,0,0,100,0,0,0,1
31,18,0,0,0,100,0,0,0,1
30,18,0,0,0,100,0,0,0,1
29,18,0,0,0,100,0,0,0,1
28,18,0,0,0,100,0,0,0,1
27,18,0,0,0,100,0,0,0,1
26,18,0,0,0,100,0,0,0,1
25,18,0,0,0,100,0,0,0,1
24,18,0,0,0,100,0,0,0,1
23,18,0,0,0,100,0,0,0,1
36,18,0,0,0,100,0,0,0,1
37,18,0,0,0,100,0,0,0,1
38,18,0,0,0,100,0,0,0,1
39,18,0,0,0,100,0,0,0,1
40,18,0,0,0,100,0,0,0,1
36,18,0,0,0,100,0,0,0,1
36,17,0,0,0,100,0,0,0,1
36,16,0,0,0,100,0,0,0,1
36,15,0,0,0,100,0,0,0,1
36,14,0,0,0,100,0,0,0,1
36,13,0,0,0,100,0,0,0,1
36,12,0,0,0,100,0,0,0,1
36,11,0,0,0,100,0,0,0,1
36,10,0,0,0,100,0,0,0,1
36,9,0,0,0,100,0,0,0,1
36,8,0,0,0,100,0,0,0,1
36,7,0,0,0,100,0,0,0,1
36,6,0,0,0,100,0,0,0,1
36,5,0,0,0,100,0,0,0,1
36,4,0,0,0,100,0,0,0,1
36,3,0,0,0,100,0,0,0,1
36,2,0,0,0,100,0,0,0,1
36,1,0,0,0,100,0,0,0,1
36,18,0,0,0,100,0,0,0,1
36,19,0,0,0,100,0,0,0,1
36,20,0,0,0,100,0,0,0,1
36,21,0,0,0,100,0,0,0,1
36,22,0,0,0,100,0,0,0,1
35,18,0,0,0,100,0,0,0,1
34,18,0,0,0,100,0,0,0,1
33,18,0,0,0,100,0,0,0,1
32,18,0,0,0,100,0,0,0,1
31,18,0,0,0,100,0,0,0,1
30,18,0,0,0,100,0,0,0,1
